ENSG	GeneName	chr	GeneStart	GeneEnd	NCBI	HGNC	partition	omim
ENSG00000153339	TRAPPC8	18	31829197	31953136	22878	HGNC:29169	8	
ENSG00000106631	MYL7	7	44138864	44141332	58498	HGNC:21719	6	
ENSG00000172602	RND1	12	48857145	48865870	27289	HGNC:18314	5	
ENSG00000177300	CLDN22	4	183318100	183320276	53842	HGNC:2044	6	
ENSG00000008324	SS18L2	3	42581840	42596934	51188	HGNC:15593	1	
ENSG00000143632	ACTA1	1	229430365	229434104	58	HGNC:129	8	mmdg
ENSG00000131848	ZSCAN5A	19	56219670	56368383	79149	HGNC:23710	7	
ENSG00000164509	IL31RA	5	55851357	55922854	133396	HGNC:18969	10	mmdg
ENSG00000067177	PHKA1	X	72578814	72714319	5255	HGNC:8925	1	mmdg
ENSG00000123977	DAW1	2	227871054	227924344	164781	HGNC:26383	3	mmdg
ENSG00000155465	SLC7A7	14	22773222	22829820	9056	HGNC:11065	3	mmdg
ENSG00000135373	EHF	11	34621093	34663288	26298	HGNC:3246	2	
ENSG00000132612	VPS4A	16	69311350	69326939	27183	HGNC:13488	7	mmdg
ENSG00000132837	DMGDH	5	78997564	79236038	29958	HGNC:24475	8	mmdg
ENSG00000242689	CNTF	11	58622665	58625733	1270	HGNC:2169	4	
ENSG00000177508	IRX3	16	54283304	54286787	79191	HGNC:14360	6	
ENSG00000172031	EPHX4	1	92029985	92063538	253152	HGNC:23758	6	
ENSG00000145217	SLC26A1	4	979073	993440	10861	HGNC:10993	2	mmdg
ENSG00000173868	PHOSPHO1	17	49223366	49230787	162466	HGNC:16815	7	
ENSG00000073282	TP63	3	189631389	189897276	8626	HGNC:15979	3	mmdg
ENSG00000071462	BUD23	7	73683597	73698212	114049	HGNC:16405	6	
ENSG00000112183	RBM24	6	17281361	17293871	221662	HGNC:21539	2	
ENSG00000165118	QNG1	9	83938311	83956986	84267	HGNC:28144	8	
ENSG00000137404	NRM	6	30688047	30691420	11270	HGNC:8003	4	
ENSG00000122971	ACADS	12	120725774	120740008	35	HGNC:90	5	mmdg
ENSG00000089351	GRAMD1A	19	34994784	35026471	57655	HGNC:29305	7	
ENSG00000188833	ENTPD8	9	137434364	137441816	377841	HGNC:24860	1	
ENSG00000166801	FAM111A	11	59142748	59155039	63901	HGNC:24725	6	mmdg
ENSG00000101222	SPEF1	20	3777504	3781448	25876	HGNC:15874	4	
ENSG00000178718	RPP25	15	74954418	74956772	54913	HGNC:30361	2	
ENSG00000187257	RSBN1L	7	77696459	77783022	222194	HGNC:24765	8	
ENSG00000131944	FAAP24	19	32972209	32978229	91442	HGNC:28467	8	
ENSG00000167733	HSD11B1L	19	5680604	5688523	374875	HGNC:30419	3	
ENSG00000121351	IAPP	12	21354959	21379980	3375	HGNC:5329	3	
ENSG00000166920	C15orf48	15	45430579	45448761	84419	HGNC:29898	1	
ENSG00000169758	TMEM266	15	76059958	76229121	123591	HGNC:26763	8	
ENSG00000236981	OR10G9	11	124023013	124023948	219870	HGNC:15129	2	
ENSG00000068400	GRIPAP1	X	48973720	49002265	56850	HGNC:18706	10	
ENSG00000198919	DZIP3	3	108589705	108694840	9666	HGNC:30938	9	
ENSG00000198826	ARHGAP11A	15	32615144	32639941	9824	HGNC:15783	3	
ENSG00000134250	NOTCH2	1	119911553	120100779	4853	HGNC:7882	1	mmdg
ENSG00000167889	MGAT5B	17	76868404	76950393	146664	HGNC:24140	9	
ENSG00000131018	SYNE1	6	152121687	152637801	23345	HGNC:17089	3	mmdg
ENSG00000175455	CCDC14	3	123897305	123961408	64770	HGNC:25766	8	
ENSG00000077684	JADE1	4	128809700	128875224	79960	HGNC:30027	9	
ENSG00000101255	TRIB3	20	362835	397559	57761	HGNC:16228	3	
ENSG00000174744	BRMS1	11	66337333	66345125	25855	HGNC:17262	8	
ENSG00000214842	RAD51AP2	2	17510579	17518440	729475	HGNC:34417	2	
ENSG00000206043	C18orf63	18	74315839	74359189	644041	HGNC:40037	3	
ENSG00000117395	EBNA1BP2	1	43164175	43270936	10969	HGNC:15531	10	
ENSG00000178921	PFAS	17	8247618	8270491	5198	HGNC:8863	2	
ENSG00000173838	MARCHF10	17	62701314	62808344	162333	HGNC:26655	9	
ENSG00000179604	CDC42EP4	17	73283624	73312005	23580	HGNC:17147	4	
ENSG00000186113	OR5D14	11	55795556	55796500	219436	HGNC:15281	9	
ENSG00000180834	MAP6D1	3	183815922	183825594	79929	HGNC:25753	7	
ENSG00000110880	CORO1C	12	108645109	108731526	23603	HGNC:2254	6	
ENSG00000100038	TOP3B	22	21957025	21982813	8940	HGNC:11993	9	
ENSG00000160321	ZNF208	19	21932958	22010949	7757	HGNC:12999	7	
ENSG00000110756	HPS5	11	18278668	18322198	11234	HGNC:17022	9	mmdg
ENSG00000233608	TWIST2	2	238848032	238910534	117581	HGNC:20670	9	mmdg
ENSG00000204435	CSNK2B	6	31665227	31670343	1460	HGNC:2460	3	mmdg
ENSG00000158773	USF1	1	161039251	161045977	7391	HGNC:12593	10	cmdg
ENSG00000091181	IL5RA	3	3066324	3126613	3568	HGNC:6017	1	
ENSG00000206127	GOLGA8O	15	32441914	32455634	728047	HGNC:44406	10	
ENSG00000223501	VPS52	6	33250272	33272047	6293	HGNC:10518	10	
ENSG00000124357	NAGK	2	71064344	71079808	55577	HGNC:17174	8	
ENSG00000277322	GOLGA6L6	15	20531856	20541800	727832	HGNC:37225	6	
ENSG00000186971	KRTAP13-4	21	30430220	30431026	284827	HGNC:18926	8	
ENSG00000204279	PAGE3	X	55258415	55264916	139793	HGNC:4110	1	
ENSG00000080298	RFX3	9	3218297	3526004	5991	HGNC:9984	10	
ENSG00000259030	FPGT-TNNI3K	1	74198235	74544393	100526835	HGNC:42952	10	
ENSG00000167360	OR51Q1	11	5422111	5423206	390061	HGNC:14851	9	
ENSG00000054392	HHAT	1	210328252	210676296	55733	HGNC:18270	5	mmdg
ENSG00000113658	SMAD5	5	136132845	136188747	4090	HGNC:6771	8	
ENSG00000173120	KDM2A	11	67119263	67258082	22992	HGNC:13606	7	
ENSG00000131831	RAI2	X	17800049	17861337	10742	HGNC:9835	6	
ENSG00000236362	GAGE12F	X	49551278	49568218	100008586	HGNC:31906	5	
ENSG00000107672	NSMCE4A	10	121957091	121975217	54780	HGNC:25935	9	
ENSG00000153936	HS2ST1	1	86914635	87109982	9653	HGNC:5193	2	mmdg
ENSG00000106733	NMRK1	9	75060573	75088217	54981	HGNC:26057	8	
ENSG00000177225	GATD1	11	767220	777488	347862	HGNC:26616	1	
ENSG00000182447	OTOL1	3	161496808	161503942	131149	HGNC:34071	5	
ENSG00000169245	CXCL10	4	76021118	76023497	3627	HGNC:10637	9	
ENSG00000163625	WDFY3	4	84668765	84966690	23001	HGNC:20751	2	mmdg
ENSG00000197948	FCHSD1	5	141639302	141651418	89848	HGNC:25463	9	
ENSG00000122432	SPATA1	1	84506300	84567379	100505741	HGNC:14682	8	
ENSG00000184990	SIVA1	14	104753147	104768494	10572	HGNC:17712	1	
ENSG00000166589	CDH16	16	66908122	66918917	1014	HGNC:1755	2	
ENSG00000040341	STAU2	8	73420369	73747708	27067	HGNC:11371	10	
ENSG00000078808	SDF4	1	1216931	1232031	51150	HGNC:24188	4	
ENSG00000204176	SYT15	10	46578217	46594173	83849	HGNC:17167	9	
ENSG00000055070	SZRD1	1	16352575	16398145	26099	HGNC:30232	2	
ENSG00000178404	CEP295NL	17	78890579	78903217	100653515	HGNC:44659	5	
ENSG00000180730	SHISA2	13	26044597	26052016	387914	HGNC:20366	7	
ENSG00000125726	CD70	19	6583183	6604103	970	HGNC:11937	5	mmdg
ENSG00000065325	GLP2R	17	9822206	9892099	9340	HGNC:4325	9	
ENSG00000113303	BTNL8	5	180899077	180950906	79908	HGNC:26131	6	
ENSG00000196954	CASP4	11	104942866	104969366	837	HGNC:1505	10	
ENSG00000096093	EFHC1	6	52362123	52529886	114327	HGNC:16406	5	cmdg
ENSG00000104897	SF3A2	19	2236824	2248655	8175	HGNC:10766	3	
ENSG00000140527	WDR93	15	89690811	89743638	56964	HGNC:26924	7	
ENSG00000170948	MBD3L1	19	8832377	8843340	85509	HGNC:15774	5	
ENSG00000127366	TAS2R5	7	141790217	141791367	54429	HGNC:14912	6	
ENSG00000113595	TRIM23	5	65589690	65625975	373	HGNC:660	8	
ENSG00000256061	DNAAF4	15	55410525	55508234	161582	HGNC:21493	9	cmdg, mmdg
ENSG00000159082	SYNJ1	21	32628759	32728040	8867	HGNC:11503	1	mmdg
ENSG00000230549	USP17L1	8	7332387	7333979	401447	HGNC:37182	9	
ENSG00000113430	IRX4	5	1877413	1887236	50805	HGNC:6129	4	
ENSG00000064726	BTBD1	15	83016423	83067252	53339	HGNC:1120	10	
ENSG00000112335	SNX3	6	108211222	108261246	8724	HGNC:11174	8	
ENSG00000121039	RDH10	8	73294602	73325281	157506	HGNC:19975	9	
ENSG00000076555	ACACB	12	109116587	109268226	32	HGNC:85	2	
ENSG00000188523	CFAP77	9	132410043	132573319	389799	HGNC:33776	1	
ENSG00000053702	NRIP2	12	2825348	2835544	83714	HGNC:23078	9	
ENSG00000135823	STX6	1	180972712	181023121	10228	HGNC:11441	5	
ENSG00000144026	ZNF514	2	95122087	95165668	84874	HGNC:25894	4	
ENSG00000143252	SDHC	1	161314381	161363206	6391	HGNC:10682	10	mmdg
ENSG00000113638	TTC33	5	40512333	40755963	23548	HGNC:29959	8	
ENSG00000183066	WBP2NL	22	41998725	42058456	164684	HGNC:28389	5	
ENSG00000189060	H1-0	22	37805229	37807432	3005	HGNC:4714	6	
ENSG00000054654	SYNE2	14	63761899	64226433	23224	HGNC:17084	2	mmdg
ENSG00000157315	TMED6	16	69343250	69351786	146456	HGNC:28331	7	
ENSG00000148700	ADD3	10	109996368	110135565	120	HGNC:245	10	mmdg
ENSG00000178467	P4HTM	3	48989889	49007153	54681	HGNC:28858	9	mmdg
ENSG00000099194	SCD	10	100347233	100364826	6319	HGNC:10571	2	
ENSG00000130821	SLC6A8	X	153687926	153696588	6535	HGNC:11055	3	mmdg
ENSG00000182983	ZNF662	3	42906142	42919334	389114	HGNC:31930	9	
ENSG00000183795	BPY2B	Y	24607560	24639207	442867	HGNC:25449	5	
ENSG00000198855	FICD	12	108515277	108525837	11153	HGNC:18416	10	mmdg
ENSG00000224051	CPTP	1	1324756	1328896	80772	HGNC:28116	10	
ENSG00000162624	LHX8	1	75128434	75161533	431707	HGNC:28838	6	
ENSG00000121749	TBC1D15	12	71839707	71927248	64786	HGNC:25694	2	
ENSG00000126756	UXT	X	47651796	47659180	8409	HGNC:12641	9	
ENSG00000185933	CALHM1	10	103453240	103458900	255022	HGNC:23494	1	
ENSG00000125952	MAX	14	65006174	65102695	4149	HGNC:6913	6	cmdg, mmdg
ENSG00000132313	MRPL35	2	86199355	86213790	51318	HGNC:14489	5	
ENSG00000189043	NDUFA4	7	10931943	10940153	4697	HGNC:7687	7	mmdg
ENSG00000182600	SNORC	2	232857270	232878708	389084	HGNC:33763	1	
ENSG00000100982	PCIF1	20	45934683	45948023	63935	HGNC:16200	5	
ENSG00000137868	STRA6	15	74179466	74212267	64220	HGNC:30650	8	mmdg
ENSG00000171451	DSEL	18	67506587	67516720	92126	HGNC:18144	3	
ENSG00000204843	DCTN1	2	74361154	74392087	1639	HGNC:2711	6	cmdg, mmdg
ENSG00000153989	NUS1	6	117675469	117710727	116150	HGNC:21042	9	mmdg
ENSG00000254470	AP5B1	11	65773898	65780976	91056	HGNC:25104	9	
ENSG00000119965	C10orf88	10	122930901	122954311	80007	HGNC:25822	10	
ENSG00000183785	TUBA8	22	18110100	18146683	51807	HGNC:12410	10	mmdg
ENSG00000075303	SLC25A40	7	87833568	87876360	55972	HGNC:29680	2	
ENSG00000288825	H2AC18	1	149842218	149842750	8337	HGNC:4736	4	
ENSG00000197084	LCE1C	1	152804832	152806651	353133	HGNC:29464	9	
ENSG00000168348	INSM2	14	35534164	35537054	84684	HGNC:17539	2	
ENSG00000015592	STMN4	8	27235308	27258420	81551	HGNC:16078	7	
ENSG00000126264	HCST	19	35902529	35904377	10870	HGNC:16977	2	
ENSG00000044459	CNTLN	9	17134982	17503923	54875	HGNC:23432	10	
ENSG00000183019	MCEMP1	19	7677088	7679829	199675	HGNC:27291	6	
ENSG00000099866	MADCAM1	19	489176	505343	8174	HGNC:6765	9	
ENSG00000145423	SFRP2	4	153780591	153789083	6423	HGNC:10777	6	
ENSG00000205177	C11orf91	11	33698261	33700826	100131378	HGNC:34444	6	
ENSG00000175470	PPP2R2D	10	131901008	131959834	55844	HGNC:23732	3	
ENSG00000127663	KDM4B	19	4969113	5153598	23030	HGNC:29136	10	mmdg
ENSG00000116285	ERRFI1	1	8004404	8026309	54206	HGNC:18185	10	
ENSG00000116213	WRAP73	1	3630767	3652761	49856	HGNC:12759	5	
ENSG00000186815	TPCN1	12	113221050	113298585	53373	HGNC:18182	8	
ENSG00000145107	TM4SF19	3	196319342	196338503	116211	HGNC:25167	2	
ENSG00000174837	ADGRE1	19	6887566	6940459	2015	HGNC:3336	2	
ENSG00000133561	GIMAP6	7	150625375	150632648	474344	HGNC:21918	5	
ENSG00000213892	CEACAM16	19	44699151	44710718	388551	HGNC:31948	5	mmdg
ENSG00000105819	PMPCB	7	103297407	103331818	9512	HGNC:9119	6	mmdg
ENSG00000134851	TMEM165	4	55395957	55453397	55858	HGNC:30760	6	mmdg
ENSG00000182512	GLRX5	14	95533503	95544724	51218	HGNC:20134	4	mmdg
ENSG00000109771	LRP2BP	4	185363872	185395924	55805	HGNC:25434	10	
ENSG00000128923	MINDY2	15	58771192	58861900	54629	HGNC:26954	7	
ENSG00000198554	WDHD1	14	54938949	55027105	11169	HGNC:23170	5	
ENSG00000132744	ACY3	11	67642555	67650730	91703	HGNC:24104	6	
ENSG00000108840	HDAC5	17	44076746	44123702	10014	HGNC:14068	5	
ENSG00000119778	ATAD2B	2	23748664	23927123	54454	HGNC:29230	2	
ENSG00000187609	EXD3	9	137306896	137423211	54932	HGNC:26023	9	
ENSG00000188800	TMCO2	1	40245947	40251684	127391	HGNC:23312	3	
ENSG00000231274	SBK3	19	55540656	55545543	100130827	HGNC:44121	5	
ENSG00000188629	ZNF177	19	9363013	9382617	7730	HGNC:12966	7	
ENSG00000129128	SPCS3	4	176319966	176332245	60559	HGNC:26212	2	
ENSG00000198908	GPRASP3	X	102720688	102753540	80823	HGNC:29353	10	
ENSG00000140105	WARS1	14	100333790	100376805	7453	HGNC:12729	1	mmdg
ENSG00000126603	GLIS2	16	4314761	4339597	84662	HGNC:29450	7	mmdg
ENSG00000088256	GNA11	19	3094362	3123999	2767	HGNC:4379	8	mmdg
ENSG00000243449	C4orf48	4	2041995	2043964	401115	HGNC:34437	10	
ENSG00000183844	FAM3B	21	41304212	41357727	54097	HGNC:1253	10	
ENSG00000105643	ARRDC2	19	18001132	18014102	27106	HGNC:25225	3	
ENSG00000102001	CACNA1F	X	49205063	49233371	778	HGNC:1393	6	mmdg
ENSG00000105737	GRIK5	19	41998321	42070206	2901	HGNC:4583	4	
ENSG00000218823	PAPOLB	7	4857738	4862030	56903	HGNC:15970	3	
ENSG00000102871	TRADD	16	67154185	67159909	8717	HGNC:12030	10	
ENSG00000131100	ATP6V1E1	22	17592136	17628749	529	HGNC:857	8	mmdg
ENSG00000213424	KRT222	17	40654665	40665181	125113	HGNC:28695	7	
ENSG00000206559	ZCWPW2	3	28348721	28538122	152098	HGNC:23574	9	
ENSG00000032444	PNPLA6	19	7534004	7561764	10908	HGNC:16268	10	mmdg
ENSG00000197721	CR1L	1	207645113	207738416	1379	HGNC:2335	6	
ENSG00000178287	SPAG11A	8	7847876	7868867	653423	HGNC:33342	7	
ENSG00000130052	STARD8	X	68647666	68725842	9754	HGNC:19161	2	
ENSG00000104044	OCA2	15	27754875	28099315	4948	HGNC:8101	4	cmdg, mmdg
ENSG00000197375	SLC22A5	5	132369710	132395613	6584	HGNC:10969	6	mmdg
ENSG00000141738	GRB7	17	39737927	39747291	2886	HGNC:4567	8	
ENSG00000015475	BID	22	17734138	17774770	637	HGNC:1050	7	
ENSG00000230246	SPATA31C1	9	87914488	87923657	441452	HGNC:27846	9	
ENSG00000169410	PTPN9	15	75463251	75579315	5780	HGNC:9661	10	
ENSG00000204599	TRIM39	6	30326479	30343729	56658	HGNC:10065	2	
ENSG00000145919	BOD1	5	173607145	173616659	91272	HGNC:25114	4	
ENSG00000183067	IGSF5	21	39745183	39802081	150084	HGNC:5952	6	
ENSG00000144674	GOLGA4	3	37243191	37366879	2803	HGNC:4427	1	
ENSG00000023902	PLEKHO1	1	150149183	150164720	51177	HGNC:24310	4	
ENSG00000120329	SLC25A2	5	141302635	141304049	83884	HGNC:22921	5	
ENSG00000074181	NOTCH3	19	15159038	15200995	4854	HGNC:7883	9	mmdg
ENSG00000270629	NBPF14	1	148531385	148679742	25832	HGNC:25232	2	
ENSG00000105613	MAST1	19	12833951	12874952	22983	HGNC:19034	5	mmdg
ENSG00000188997	KCTD21	11	78171249	78188626	283219	HGNC:27452	3	
ENSG00000162851	TFB2M	1	246540561	246566261	64216	HGNC:18559	9	
ENSG00000158825	CDA	1	20589086	20618903	978	HGNC:1712	3	
ENSG00000188786	MTF1	1	37809574	37859592	4520	HGNC:7428	1	
ENSG00000169155	ZBTB43	9	126805006	126838210	23099	HGNC:17908	4	
ENSG00000108602	ALDH3A1	17	19737984	19748943	218	HGNC:405	4	
ENSG00000091483	FH	1	241497511	241519799	2271	HGNC:3700	10	mmdg
ENSG00000087502	ERGIC2	12	29337352	29381189	51290	HGNC:30208	4	
ENSG00000113594	LIFR	5	38474668	38608354	3977	HGNC:6597	7	mmdg
ENSG00000277363	SRCIN1	17	38530031	38605952	80725	HGNC:29506	4	
ENSG00000173068	BNC2	9	16409503	16870843	54796	HGNC:30988	4	mmdg
ENSG00000205531	NAP1L4	11	2944431	2992377	4676	HGNC:7640	7	
ENSG00000165458	INPPL1	11	72223701	72239147	3636	HGNC:6080	10	mmdg
ENSG00000011332	DPF1	19	38211006	38229714	8193	HGNC:20225	1	
ENSG00000174652	ZNF266	19	9412429	9435573	10781	HGNC:13059	8	
ENSG00000101405	OXT	20	3071620	3072517	5020	HGNC:8528	3	
ENSG00000152953	STK32B	4	5051480	5500994	55351	HGNC:14217	4	
ENSG00000140478	GOLGA6D	15	75282835	75295530	653643	HGNC:32204	7	
ENSG00000178537	SLC25A20	3	48856926	48898904	788	HGNC:1421	8	mmdg
ENSG00000288675	PANO1	11	797511	799190	101927423	HGNC:51237	3	
ENSG00000112208	BAG2	6	57172326	57189833	9532	HGNC:938	7	
ENSG00000060339	CCAR1	10	68721012	68792377	55749	HGNC:24236	1	
ENSG00000077092	RARB	3	24687887	25597932	5915	HGNC:9865	10	mmdg
ENSG00000105221	AKT2	19	40230317	40285536	208	HGNC:392	1	mmdg
ENSG00000162385	MAGOH	1	53226900	53238518	4116	HGNC:6815	1	
ENSG00000174446	SNAPC5	15	66490135	66497780	10302	HGNC:15484	5	
ENSG00000101187	SLCO4A1	20	62642503	62685785	28231	HGNC:10953	3	
ENSG00000163376	KBTBD8	3	66998307	67011210	84541	HGNC:30691	7	
ENSG00000105251	SHD	19	4279266	4290722	56961	HGNC:30633	9	
ENSG00000129315	CCNT1	12	48688458	48716998	904	HGNC:1599	1	
ENSG00000106819	ASPN	9	92456205	92482506	54829	HGNC:14872	5	cmdg
ENSG00000136830	NIBAN2	9	127505339	127578989	64855	HGNC:25282	2	
ENSG00000174791	RIN1	11	66330241	66336840	9610	HGNC:18749	7	
ENSG00000119414	PPP6C	9	125146573	125189939	5537	HGNC:9323	7	
ENSG00000175782	SLC35E3	12	68746125	68793964	55508	HGNC:20864	3	
ENSG00000205981	DNAJC19	3	180983697	180989774	131118	HGNC:30528	4	mmdg
ENSG00000006016	CRLF1	19	18572220	18607741	9244	HGNC:2364	4	mmdg
ENSG00000145779	TNFAIP8	5	119268692	119399688	25816	HGNC:17260	5	
ENSG00000119913	TECTB	10	112283400	112305038	6975	HGNC:11721	8	
ENSG00000170419	VSTM2A	7	54542325	54571080	222008	HGNC:28499	6	
ENSG00000205363	INSYN1	15	73735458	73753351	388135	HGNC:33753	2	
ENSG00000179950	PUF60	8	143816344	143830709	22827	HGNC:17042	6	mmdg
ENSG00000115128	SF3B6	2	24067586	24076373	51639	HGNC:30096	7	
ENSG00000233412	OR5H15	3	98166696	98169774	403274	HGNC:31287	4	
ENSG00000165973	NELL1	11	20669551	21575686	4745	HGNC:7750	8	
ENSG00000113838	TBCCD1	3	186546067	186570543	55171	HGNC:25546	5	
ENSG00000164164	OTUD4	4	145110838	145180589	54726	HGNC:24949	2	
ENSG00000186889	TMEM17	2	62500218	62511894	200728	HGNC:26623	4	
ENSG00000167635	ZNF146	19	36214602	36238771	7705	HGNC:12931	2	
ENSG00000139656	SMIM2	13	44143150	44161257	79024	HGNC:28776	10	
ENSG00000237110	TAAR9	6	132538277	132539336	134860	HGNC:20977	1	
ENSG00000123144	TRIR	19	12730640	12734684	79002	HGNC:28424	4	
ENSG00000185610	DBX2	12	45014672	45051099	440097	HGNC:33186	6	
ENSG00000112242	E2F3	6	20401879	20493714	1871	HGNC:3115	2	
ENSG00000049618	ARID1B	6	156776020	157210779	57492	HGNC:18040	2	mmdg
ENSG00000063761	ADCK1	14	77800109	77935014	57143	HGNC:19038	3	
ENSG00000028528	SNX1	15	64094123	64146090	6642	HGNC:11172	10	
ENSG00000163347	CLDN1	3	190305707	190322446	9076	HGNC:2032	5	mmdg
ENSG00000241241	KRTAP4-16	17	41101502	41102209	85354	HGNC:18921	9	
ENSG00000284042	TAF11L6	5	17528669	17529265	391747	HGNC:53849	6	
ENSG00000164828	SUN1	7	816615	896435	23353	HGNC:18587	8	
ENSG00000127666	TICAM1	19	4815932	4831712	148022	HGNC:18348	3	cmdg
ENSG00000122873	CISD1	10	58269162	58289586	55847	HGNC:30880	4	
ENSG00000178445	GLDC	9	6532467	6645729	2731	HGNC:4313	9	mmdg
ENSG00000122729	ACO1	9	32384603	32454769	48	HGNC:117	2	
ENSG00000023041	ZDHHC6	10	112424428	112447572	64429	HGNC:19160	9	
ENSG00000066455	GOLGA5	14	92794305	92839947	9950	HGNC:4428	9	
ENSG00000278259	MYO19	17	36495636	36543435	80179	HGNC:26234	4	
ENSG00000158856	DMTN	8	22048995	22082527	2039	HGNC:3382	9	
ENSG00000130826	DKC1	X	154762742	154777689	1736	HGNC:2890	3	mmdg
ENSG00000135355	GJA10	6	89894469	89921760	84694	HGNC:16995	2	
ENSG00000158169	FANCC	9	95099054	95426796	2176	HGNC:3584	6	mmdg
ENSG00000162745	OLFML2B	1	161983192	162023869	25903	HGNC:24558	2	
ENSG00000160307	S100B	21	46598604	46605208	6285	HGNC:10500	5	
ENSG00000103043	VAC14	16	70687439	70801160	55697	HGNC:25507	3	mmdg
ENSG00000131470	PSMC3IP	17	42572310	42577831	29893	HGNC:17928	2	mmdg
ENSG00000183632	TP53TG3	16	32673528	32676165	24150	HGNC:30759	5	
ENSG00000204475	NCR3	6	31588895	31593006	259197	HGNC:19077	2	cmdg
ENSG00000152292	SH2D6	2	85418714	85437029	284948	HGNC:30439	4	
ENSG00000136826	KLF4	9	107484852	107490482	9314	HGNC:6348	3	
ENSG00000163602	RYBP	3	72371825	72446621	23429	HGNC:10480	8	
ENSG00000156469	MTERF3	8	96239398	96261610	51001	HGNC:24258	3	
ENSG00000185477	GPRIN3	4	89236383	89307800	285513	HGNC:27733	7	
ENSG00000185730	ZNF696	8	143289676	143299952	79943	HGNC:25872	7	
ENSG00000169118	CSNK1G1	15	64165525	64356173	53944	HGNC:2454	2	
ENSG00000143196	DPT	1	168695468	168729206	1805	HGNC:3011	7	
ENSG00000107937	GTPBP4	10	988434	1019932	23560	HGNC:21535	4	
ENSG00000152942	RAD17	5	69369293	69414801	5884	HGNC:9807	5	
ENSG00000075340	ADD2	2	70607618	70768225	119	HGNC:244	2	
ENSG00000179094	PER1	17	8140472	8156506	5187	HGNC:8845	9	
ENSG00000178772	CPN2	3	194339768	194351328	1370	HGNC:2313	7	
ENSG00000154814	OXNAD1	3	16265160	16350299	92106	HGNC:25128	8	
ENSG00000114638	UPK1B	3	119173517	119205143	7348	HGNC:12578	10	
ENSG00000125733	TRIP10	19	6737925	6751530	9322	HGNC:12304	9	
ENSG00000253506	NACA2	17	61590421	61591219	342538	HGNC:23290	4	
ENSG00000114166	KAT2B	3	20040446	20154404	8850	HGNC:8638	7	
ENSG00000165202	OR1Q1	9	122614738	122615682	158131	HGNC:8223	1	
ENSG00000122966	CIT	12	119685791	119877320	11113	HGNC:1985	1	mmdg
ENSG00000196099	OR6M1	11	123805408	123806349	390261	HGNC:14711	4	
ENSG00000175040	CHST2	3	143119771	143124014	9435	HGNC:1970	7	
ENSG00000242715	CCDC169	13	36222008	36297840	728591	HGNC:34361	5	
ENSG00000095981	KCNK16	6	39314698	39322968	83795	HGNC:14464	9	
ENSG00000146399	TAAR1	6	132643312	132659182	134864	HGNC:17734	6	
ENSG00000227729	RD3L	14	103940426	103942561	647286	HGNC:40912	7	
ENSG00000275183	LENG9	19	54461732	54463778	94059	HGNC:16306	4	
ENSG00000164296	TIGD6	5	149993118	150000654	81789	HGNC:18332	6	
ENSG00000118200	CAMSAP2	1	200738893	200860704	23271	HGNC:29188	1	
ENSG00000165732	DDX21	10	68956135	68985068	9188	HGNC:2744	3	
ENSG00000166321	NUDT13	10	73110375	73131828	25961	HGNC:18827	2	
ENSG00000107669	ATE1	10	121709393	121928801	11101	HGNC:782	8	
ENSG00000103152	MPG	16	77007	85851	4350	HGNC:7211	2	
ENSG00000162757	C1orf74	1	209779208	209784559	148304	HGNC:26319	3	
ENSG00000249693	SPMAP2L	4	56530606	56603507	100506564	HGNC:43771	2	
ENSG00000284917	EEF1AKMT4-ECE2	3	184249695	184293031	110599583	HGNC:53615	6	
ENSG00000143365	RORC	1	151806071	151831845	6097	HGNC:10260	2	mmdg
ENSG00000132819	RBM38	20	57391396	57409333	55544	HGNC:15818	4	
ENSG00000078668	VDAC3	8	42391624	42405937	7419	HGNC:12674	4	
ENSG00000203950	RTL8A	X	135050932	135052196	26071	HGNC:24514	2	
ENSG00000254585	MAGEL2	15	23643549	23647867	54551	HGNC:6814	8	mmdg
ENSG00000015153	YAF2	12	42157104	42238349	10138	HGNC:17363	8	
ENSG00000066027	PPP2R5A	1	212285410	212361853	5525	HGNC:9309	2	
ENSG00000186452	TMPRSS12	12	50842920	50887884	283471	HGNC:28779	5	
ENSG00000196890	H2BC26	1	228458103	228463104	128312	HGNC:20514	4	
ENSG00000107099	DOCK8	9	214854	465259	81704	HGNC:19191	8	mmdg
ENSG00000151364	KCTD14	11	78015715	78046191	65987	HGNC:23295	10	
ENSG00000152936	LMNTD1	12	25409307	25648579	160492	HGNC:26683	6	
ENSG00000176387	HSD11B2	16	67430652	67437553	3291	HGNC:5209	9	mmdg
ENSG00000135093	USP30	12	109023089	109088023	84749	HGNC:20065	10	
ENSG00000031081	ARHGAP31	3	119294383	119420714	57514	HGNC:29216	4	mmdg
ENSG00000188517	COL25A1	4	108808725	109302752	84570	HGNC:18603	10	mmdg
ENSG00000018408	WWTR1	3	149517235	149736714	25937	HGNC:24042	1	
ENSG00000114544	SLC41A3	3	126006357	126101561	54946	HGNC:31046	8	
ENSG00000012223	LTF	3	46435645	46485234	4057	HGNC:6720	10	
ENSG00000013364	MVP	16	29820394	29848039	9961	HGNC:7531	4	
ENSG00000205423	CNEP1R1	16	50024410	50037088	255919	HGNC:26759	5	
ENSG00000172893	DHCR7	11	71428193	71452868	1717	HGNC:2860	6	mmdg
ENSG00000164307	ERAP1	5	96760810	96808100	51752	HGNC:18173	9	
